,,Scenario,Region,Variable,Type,Year, electricity-generation-2023 ,electricity-capacity-2023
12662,CanadaCanada Net-zeroNatural Gas2022,Canada Net-zero,Canada,Natural Gas,Primary Fuel,2022," 82,038.99 ",23477.83
12663,CanadaCurrent MeasuresNatural Gas2022,Current Measures,Canada,Natural Gas,Primary Fuel,2022," 84,841.23 ",23477.83
12664,CanadaGlobal Net-zeroNatural Gas2022,Global Net-zero,Canada,Natural Gas,Primary Fuel,2022," 81,136.49 ",23477.83
12665,CanadaCanada Net-zeroOil2022,Canada Net-zero,Canada,Oil,Primary Fuel,2022," 1,535.15 ",3660.555
12666,CanadaCurrent MeasuresOil2022,Current Measures,Canada,Oil,Primary Fuel,2022," 1,494.40 ",3660.555
12667,CanadaGlobal Net-zeroOil2022,Global Net-zero,Canada,Oil,Primary Fuel,2022," 1,419.63 ",3660.555
12668,CanadaCanada Net-zeroSolar2022,Canada Net-zero,Canada,Solar,Primary Fuel,2022," 10,465.07 ",3994.672
12669,CanadaCurrent MeasuresSolar2022,Current Measures,Canada,Solar,Primary Fuel,2022," 11,440.72 ",3994.672
12670,CanadaGlobal Net-zeroSolar2022,Global Net-zero,Canada,Solar,Primary Fuel,2022," 7,968.07 ",3994.672
12671,CanadaCanada Net-zeroUranium2022,Canada Net-zero,Canada,Uranium,Primary Fuel,2022," 87,113.13 ",13085
12672,CanadaCurrent MeasuresUranium2022,Current Measures,Canada,Uranium,Primary Fuel,2022," 87,342.38 ",13085
12673,CanadaGlobal Net-zeroUranium2022,Global Net-zero,Canada,Uranium,Primary Fuel,2022," 83,081.65 ",13085
12674,CanadaCanada Net-zeroWind2022,Canada Net-zero,Canada,Wind,Primary Fuel,2022," 50,024.37 ",15237.43
12675,CanadaCurrent MeasuresWind2022,Current Measures,Canada,Wind,Primary Fuel,2022," 50,063.07 ",15237.43
12676,CanadaGlobal Net-zeroWind2022,Global Net-zero,Canada,Wind,Primary Fuel,2022," 50,816.97 ",15237.43
12677,CanadaCanada Net-zeroBiomass / Geothermal2023,Canada Net-zero,Canada,Biomass / Geothermal,Primary Fuel,2023," 10,223.98 ",2542.07
12678,CanadaCurrent MeasuresBiomass / Geothermal2023,Current Measures,Canada,Biomass / Geothermal,Primary Fuel,2023," 10,474.81 ",2542.07
12679,CanadaGlobal Net-zeroBiomass / Geothermal2023,Global Net-zero,Canada,Biomass / Geothermal,Primary Fuel,2023," 10,291.32 ",2542.07
12680,CanadaCanada Net-zeroCoal & Coke2023,Canada Net-zero,Canada,Coal & Coke,Primary Fuel,2023," 19,593.65 ",3761
12681,CanadaCurrent MeasuresCoal & Coke2023,Current Measures,Canada,Coal & Coke,Primary Fuel,2023," 19,650.02 ",3761
12682,CanadaGlobal Net-zeroCoal & Coke2023,Global Net-zero,Canada,Coal & Coke,Primary Fuel,2023," 19,569.22 ",3761
12683,CanadaCanada Net-zeroHydro / Wave / Tidal2023,Canada Net-zero,Canada,Hydro / Wave / Tidal,Primary Fuel,2023," 376,053.08 ",83672.4915
12684,CanadaCurrent MeasuresHydro / Wave / Tidal2023,Current Measures,Canada,Hydro / Wave / Tidal,Primary Fuel,2023," 377,273.16 ",83672.4915
12685,CanadaGlobal Net-zeroHydro / Wave / Tidal2023,Global Net-zero,Canada,Hydro / Wave / Tidal,Primary Fuel,2023," 375,626.96 ",83672.4915
12686,CanadaCanada Net-zeroNatural Gas2023,Canada Net-zero,Canada,Natural Gas,Primary Fuel,2023," 90,567.89 ",25938.83
12687,CanadaCurrent MeasuresNatural Gas2023,Current Measures,Canada,Natural Gas,Primary Fuel,2023," 97,538.69 ",25938.83
12688,CanadaGlobal Net-zeroNatural Gas2023,Global Net-zero,Canada,Natural Gas,Primary Fuel,2023," 89,258.27 ",25938.83
12689,CanadaCanada Net-zeroOil2023,Canada Net-zero,Canada,Oil,Primary Fuel,2023," 1,606.48 ",3660.555
12690,CanadaCurrent MeasuresOil2023,Current Measures,Canada,Oil,Primary Fuel,2023," 1,506.13 ",3660.555
12691,CanadaGlobal Net-zeroOil2023,Global Net-zero,Canada,Oil,Primary Fuel,2023," 1,461.57 ",3660.555
12692,CanadaCanada Net-zeroSolar2023,Canada Net-zero,Canada,Solar,Primary Fuel,2023," 11,060.02 ",4224.672
12693,CanadaCurrent MeasuresSolar2023,Current Measures,Canada,Solar,Primary Fuel,2023," 11,628.50 ",4224.672
12694,CanadaGlobal Net-zeroSolar2023,Global Net-zero,Canada,Solar,Primary Fuel,2023," 10,667.02 ",4224.672
12695,CanadaCanada Net-zeroUranium2023,Canada Net-zero,Canada,Uranium,Primary Fuel,2023," 82,424.90 ",12150
12696,CanadaCurrent MeasuresUranium2023,Current Measures,Canada,Uranium,Primary Fuel,2023," 82,931.78 ",12150
12697,CanadaGlobal Net-zeroUranium2023,Global Net-zero,Canada,Uranium,Primary Fuel,2023," 82,301.74 ",12150
12698,CanadaCanada Net-zeroWind2023,Canada Net-zero,Canada,Wind,Primary Fuel,2023," 53,497.88 ",16137.43
12699,CanadaCurrent MeasuresWind2023,Current Measures,Canada,Wind,Primary Fuel,2023," 50,366.71 ",16137.43
12700,CanadaGlobal Net-zeroWind2023,Global Net-zero,Canada,Wind,Primary Fuel,2023," 54,408.92 ",16137.43
12701,CanadaCanada Net-zeroBiomass / Geothermal2024,Canada Net-zero,Canada,Biomass / Geothermal,Primary Fuel,2024," 9,912.01 ",2542.07
12702,CanadaCurrent MeasuresBiomass / Geothermal2024,Current Measures,Canada,Biomass / Geothermal,Primary Fuel,2024," 10,078.00 ",2542.07
12703,CanadaGlobal Net-zeroBiomass / Geothermal2024,Global Net-zero,Canada,Biomass / Geothermal,Primary Fuel,2024," 10,208.00 ",2542.07
12704,CanadaCanada Net-zeroCoal & Coke2024,Canada Net-zero,Canada,Coal & Coke,Primary Fuel,2024," 11,310.91 ",2931
12705,CanadaCurrent MeasuresCoal & Coke2024,Current Measures,Canada,Coal & Coke,Primary Fuel,2024," 11,319.48 ",2931
12706,CanadaGlobal Net-zeroCoal & Coke2024,Global Net-zero,Canada,Coal & Coke,Primary Fuel,2024," 11,310.04 ",2931
12707,CanadaCanada Net-zeroHydro / Wave / Tidal2024,Canada Net-zero,Canada,Hydro / Wave / Tidal,Primary Fuel,2024," 380,279.93 ",83732.4915
12708,CanadaCurrent MeasuresHydro / Wave / Tidal2024,Current Measures,Canada,Hydro / Wave / Tidal,Primary Fuel,2024," 381,398.88 ",83732.4915
12709,CanadaGlobal Net-zeroHydro / Wave / Tidal2024,Global Net-zero,Canada,Hydro / Wave / Tidal,Primary Fuel,2024," 379,623.31 ",83732.4915
12710,CanadaCanada Net-zeroNatural Gas2024,Canada Net-zero,Canada,Natural Gas,Primary Fuel,2024," 99,586.80 ",26203.83
12711,CanadaCurrent MeasuresNatural Gas2024,Current Measures,Canada,Natural Gas,Primary Fuel,2024," 106,983.79 ",26203.83
12712,CanadaGlobal Net-zeroNatural Gas2024,Global Net-zero,Canada,Natural Gas,Primary Fuel,2024," 97,732.65 ",26203.83
12713,CanadaCanada Net-zeroOil2024,Canada Net-zero,Canada,Oil,Primary Fuel,2024," 1,442.48 ",3664.555
12714,CanadaCurrent MeasuresOil2024,Current Measures,Canada,Oil,Primary Fuel,2024," 1,498.92 ",3664.555
12715,CanadaGlobal Net-zeroOil2024,Global Net-zero,Canada,Oil,Primary Fuel,2024," 1,429.40 ",3664.555
12716,CanadaCanada Net-zeroSolar2024,Canada Net-zero,Canada,Solar,Primary Fuel,2024," 11,251.83 ",4224.672
12717,CanadaCurrent MeasuresSolar2024,Current Measures,Canada,Solar,Primary Fuel,2024," 11,777.59 ",4224.672
12718,CanadaGlobal Net-zeroSolar2024,Global Net-zero,Canada,Solar,Primary Fuel,2024," 10,951.56 ",4224.672
12719,CanadaCanada Net-zeroUranium2024,Canada Net-zero,Canada,Uranium,Primary Fuel,2024," 85,555.41 ",12150
12720,CanadaCurrent MeasuresUranium2024,Current Measures,Canada,Uranium,Primary Fuel,2024," 86,035.52 ",12150
12721,CanadaGlobal Net-zeroUranium2024,Global Net-zero,Canada,Uranium,Primary Fuel,2024," 85,400.52 ",12150
12722,CanadaCanada Net-zeroWind2024,Canada Net-zero,Canada,Wind,Primary Fuel,2024," 59,566.31 ",17805.43
12723,CanadaCurrent MeasuresWind2024,Current Measures,Canada,Wind,Primary Fuel,2024," 56,443.26 ",17805.43
12724,CanadaGlobal Net-zeroWind2024,Global Net-zero,Canada,Wind,Primary Fuel,2024," 59,534.77 ",17805.43
12725,CanadaCanada Net-zeroBiomass / Geothermal2025,Canada Net-zero,Canada,Biomass / Geothermal,Primary Fuel,2025," 7,438.75 ",2692.565293
12726,CanadaCurrent MeasuresBiomass / Geothermal2025,Current Measures,Canada,Biomass / Geothermal,Primary Fuel,2025," 7,838.55 ",7595.086707
12727,CanadaGlobal Net-zeroBiomass / Geothermal2025,Global Net-zero,Canada,Biomass / Geothermal,Primary Fuel,2025," 8,281.20 ",2582.128732
12728,CanadaCanada Net-zeroCoal & Coke2025,Canada Net-zero,Canada,Coal & Coke,Primary Fuel,2025," 8,184.23 ",2931
12729,CanadaCurrent MeasuresCoal & Coke2025,Current Measures,Canada,Coal & Coke,Primary Fuel,2025," 8,132.43 ",2931
12730,CanadaGlobal Net-zeroCoal & Coke2025,Global Net-zero,Canada,Coal & Coke,Primary Fuel,2025," 8,184.54 ",2931
12731,CanadaCanada Net-zeroHydro / Wave / Tidal2025,Canada Net-zero,Canada,Hydro / Wave / Tidal,Primary Fuel,2025," 402,575.90 ",84857.4915
12732,CanadaCurrent MeasuresHydro / Wave / Tidal2025,Current Measures,Canada,Hydro / Wave / Tidal,Primary Fuel,2025," 403,350.84 ",84857.4915
12733,CanadaGlobal Net-zeroHydro / Wave / Tidal2025,Global Net-zero,Canada,Hydro / Wave / Tidal,Primary Fuel,2025," 401,733.59 ",84857.4915
12734,CanadaCanada Net-zeroNatural Gas2025,Canada Net-zero,Canada,Natural Gas,Primary Fuel,2025," 95,006.35 ",29891.22609
12735,CanadaCurrent MeasuresNatural Gas2025,Current Measures,Canada,Natural Gas,Primary Fuel,2025," 106,529.07 ",30196.03905
12736,CanadaGlobal Net-zeroNatural Gas2025,Global Net-zero,Canada,Natural Gas,Primary Fuel,2025," 98,076.85 ",31498.73382
12737,CanadaCanada Net-zeroOil2025,Canada Net-zero,Canada,Oil,Primary Fuel,2025," 1,378.34 ",3674.555
12738,CanadaCurrent MeasuresOil2025,Current Measures,Canada,Oil,Primary Fuel,2025," 1,379.91 ",3674.555
12739,CanadaGlobal Net-zeroOil2025,Global Net-zero,Canada,Oil,Primary Fuel,2025," 1,355.50 ",3674.555
12740,CanadaCanada Net-zeroSolar2025,Canada Net-zero,Canada,Solar,Primary Fuel,2025," 12,184.92 ",4677.672
12741,CanadaCurrent MeasuresSolar2025,Current Measures,Canada,Solar,Primary Fuel,2025," 12,140.31 ",4669.138
12742,CanadaGlobal Net-zeroSolar2025,Global Net-zero,Canada,Solar,Primary Fuel,2025," 11,707.13 ",4347.672
12743,CanadaCanada Net-zeroUranium2025,Canada Net-zero,Canada,Uranium,Primary Fuel,2025," 78,449.03 ",12150
12744,CanadaCurrent MeasuresUranium2025,Current Measures,Canada,Uranium,Primary Fuel,2025," 78,631.37 ",12150
12745,CanadaGlobal Net-zeroUranium2025,Global Net-zero,Canada,Uranium,Primary Fuel,2025," 78,278.04 ",12150
12746,CanadaCanada Net-zeroWind2025,Canada Net-zero,Canada,Wind,Primary Fuel,2025," 64,389.48 ",19372.93
12747,CanadaCurrent MeasuresWind2025,Current Measures,Canada,Wind,Primary Fuel,2025," 57,101.81 ",17289.25999
12748,CanadaGlobal Net-zeroWind2025,Global Net-zero,Canada,Wind,Primary Fuel,2025," 60,429.06 ",18237.15255
12749,CanadaCanada Net-zeroBiomass / Geothermal2026,Canada Net-zero,Canada,Biomass / Geothermal,Primary Fuel,2026," 7,449.83 ",2692.565293
12750,CanadaCurrent MeasuresBiomass / Geothermal2026,Current Measures,Canada,Biomass / Geothermal,Primary Fuel,2026," 7,838.05 ",7840.25389
12751,CanadaGlobal Net-zeroBiomass / Geothermal2026,Global Net-zero,Canada,Biomass / Geothermal,Primary Fuel,2026," 8,048.59 ",2582.128732
12752,CanadaCanada Net-zeroCoal & Coke2026,Canada Net-zero,Canada,Coal & Coke,Primary Fuel,2026," 8,185.31 ",2931
12753,CanadaCurrent MeasuresCoal & Coke2026,Current Measures,Canada,Coal & Coke,Primary Fuel,2026," 8,132.43 ",2931
12754,CanadaGlobal Net-zeroCoal & Coke2026,Global Net-zero,Canada,Coal & Coke,Primary Fuel,2026," 8,183.05 ",2931
12755,CanadaCanada Net-zeroHydro / Wave / Tidal2026,Canada Net-zero,Canada,Hydro / Wave / Tidal,Primary Fuel,2026," 412,930.06 ",85728.57381
12756,CanadaCurrent MeasuresHydro / Wave / Tidal2026,Current Measures,Canada,Hydro / Wave / Tidal,Primary Fuel,2026," 411,765.01 ",85357.4915
12757,CanadaGlobal Net-zeroHydro / Wave / Tidal2026,Global Net-zero,Canada,Hydro / Wave / Tidal,Primary Fuel,2026," 411,852.56 ",85487.8524
12758,CanadaCanada Net-zeroNatural Gas2026,Canada Net-zero,Canada,Natural Gas,Primary Fuel,2026," 99,038.14 ",32304.74969
12759,CanadaCurrent MeasuresNatural Gas2026,Current Measures,Canada,Natural Gas,Primary Fuel,2026," 111,760.37 ",32253.74794
12760,CanadaGlobal Net-zeroNatural Gas2026,Global Net-zero,Canada,Natural Gas,Primary Fuel,2026," 100,957.43 ",33165.53172
12761,CanadaCanada Net-zeroOil2026,Canada Net-zero,Canada,Oil,Primary Fuel,2026," 1,085.56 ",3550.515
12762,CanadaCurrent MeasuresOil2026,Current Measures,Canada,Oil,Primary Fuel,2026," 1,086.35 ",3550.515
12763,CanadaGlobal Net-zeroOil2026,Global Net-zero,Canada,Oil,Primary Fuel,2026," 1,144.65 ",3550.515
12764,CanadaCanada Net-zeroSolar2026,Canada Net-zero,Canada,Solar,Primary Fuel,2026," 12,951.80 ",4940.010243
12765,CanadaCurrent MeasuresSolar2026,Current Measures,Canada,Solar,Primary Fuel,2026," 12,400.52 ",4699.538
12766,CanadaGlobal Net-zeroSolar2026,Global Net-zero,Canada,Solar,Primary Fuel,2026," 12,370.85 ",4528.272
12767,CanadaCanada Net-zeroUranium2026,Canada Net-zero,Canada,Uranium,Primary Fuel,2026," 75,979.70 ",11165
12768,CanadaCurrent MeasuresUranium2026,Current Measures,Canada,Uranium,Primary Fuel,2026," 75,823.30 ",11165
12769,CanadaGlobal Net-zeroUranium2026,Global Net-zero,Canada,Uranium,Primary Fuel,2026," 76,028.67 ",11165
12770,CanadaCanada Net-zeroWind2026,Canada Net-zero,Canada,Wind,Primary Fuel,2026," 69,813.90 ",20828.17793
12771,CanadaCurrent MeasuresWind2026,Current Measures,Canada,Wind,Primary Fuel,2026," 62,828.14 ",18353.74881
12772,CanadaGlobal Net-zeroWind2026,Global Net-zero,Canada,Wind,Primary Fuel,2026," 67,972.82 ",19632.55106
12773,CanadaCanada Net-zeroBiomass / Geothermal2027,Canada Net-zero,Canada,Biomass / Geothermal,Primary Fuel,2027," 7,744.97 ",2692.565293
12774,CanadaCurrent MeasuresBiomass / Geothermal2027,Current Measures,Canada,Biomass / Geothermal,Primary Fuel,2027," 8,075.27 ",8085.421073
12775,CanadaGlobal Net-zeroBiomass / Geothermal2027,Global Net-zero,Canada,Biomass / Geothermal,Primary Fuel,2027," 7,787.57 ",2582.128732
12776,CanadaCanada Net-zeroCoal & Coke2027,Canada Net-zero,Canada,Coal & Coke,Primary Fuel,2027," 7,421.10 ",2640
12777,CanadaCurrent MeasuresCoal & Coke2027,Current Measures,Canada,Coal & Coke,Primary Fuel,2027," 7,367.69 ",2640
12778,CanadaGlobal Net-zeroCoal & Coke2027,Global Net-zero,Canada,Coal & Coke,Primary Fuel,2027," 7,418.06 ",2640
12779,CanadaCanada Net-zeroHydro / Wave / Tidal2027,Canada Net-zero,Canada,Hydro / Wave / Tidal,Primary Fuel,2027," 421,814.72 ",86599.65613
12780,CanadaCurrent MeasuresHydro / Wave / Tidal2027,Current Measures,Canada,Hydro / Wave / Tidal,Primary Fuel,2027," 418,466.41 ",85857.4915
12781,CanadaGlobal Net-zeroHydro / Wave / Tidal2027,Global Net-zero,Canada,Hydro / Wave / Tidal,Primary Fuel,2027," 419,981.88 ",86118.2133
12782,CanadaCanada Net-zeroNatural Gas2027,Canada Net-zero,Canada,Natural Gas,Primary Fuel,2027," 106,000.47 ",34937.1533
12783,CanadaCurrent MeasuresNatural Gas2027,Current Measures,Canada,Natural Gas,Primary Fuel,2027," 118,551.42 ",34530.33684
12784,CanadaGlobal Net-zeroNatural Gas2027,Global Net-zero,Canada,Natural Gas,Primary Fuel,2027," 106,986.59 ",35051.20961
12785,CanadaCanada Net-zeroOil2027,Canada Net-zero,Canada,Oil,Primary Fuel,2027," 1,079.80 ",3518.815
12786,CanadaCurrent MeasuresOil2027,Current Measures,Canada,Oil,Primary Fuel,2027," 1,071.62 ",3518.815
12787,CanadaGlobal Net-zeroOil2027,Global Net-zero,Canada,Oil,Primary Fuel,2027," 1,181.39 ",3518.815
12788,CanadaCanada Net-zeroSolar2027,Canada Net-zero,Canada,Solar,Primary Fuel,2027," 13,754.21 ",5202.348487
12789,CanadaCurrent MeasuresSolar2027,Current Measures,Canada,Solar,Primary Fuel,2027," 12,660.48 ",4729.938
12790,CanadaGlobal Net-zeroSolar2027,Global Net-zero,Canada,Solar,Primary Fuel,2027," 13,034.40 ",4708.872
12791,CanadaCanada Net-zeroUranium2027,Canada Net-zero,Canada,Uranium,Primary Fuel,2027," 75,878.58 ",10765
12792,CanadaCurrent MeasuresUranium2027,Current Measures,Canada,Uranium,Primary Fuel,2027," 75,114.81 ",10765
12793,CanadaGlobal Net-zeroUranium2027,Global Net-zero,Canada,Uranium,Primary Fuel,2027," 76,035.12 ",10765
12794,CanadaCanada Net-zeroWind2027,Canada Net-zero,Canada,Wind,Primary Fuel,2027," 75,286.27 ",22283.42587
12795,CanadaCurrent MeasuresWind2027,Current Measures,Canada,Wind,Primary Fuel,2027," 66,229.55 ",19418.23763
12796,CanadaGlobal Net-zeroWind2027,Global Net-zero,Canada,Wind,Primary Fuel,2027," 73,531.38 ",21027.94958
12797,CanadaCanada Net-zeroBiomass / Geothermal2028,Canada Net-zero,Canada,Biomass / Geothermal,Primary Fuel,2028," 7,888.40 ",2692.565293
12798,CanadaCurrent MeasuresBiomass / Geothermal2028,Current Measures,Canada,Biomass / Geothermal,Primary Fuel,2028," 8,484.83 ",8330.588255
12799,CanadaGlobal Net-zeroBiomass / Geothermal2028,Global Net-zero,Canada,Biomass / Geothermal,Primary Fuel,2028," 8,255.76 ",2582.128732
12800,CanadaCanada Net-zeroCoal & Coke2028,Canada Net-zero,Canada,Coal & Coke,Primary Fuel,2028," 6,253.75 ",2640
12801,CanadaCurrent MeasuresCoal & Coke2028,Current Measures,Canada,Coal & Coke,Primary Fuel,2028," 6,253.35 ",2640
12802,CanadaGlobal Net-zeroCoal & Coke2028,Global Net-zero,Canada,Coal & Coke,Primary Fuel,2028," 6,253.35 ",2640
12803,CanadaCanada Net-zeroHydro / Wave / Tidal2028,Canada Net-zero,Canada,Hydro / Wave / Tidal,Primary Fuel,2028," 429,629.51 ",87470.73844
12804,CanadaCurrent MeasuresHydro / Wave / Tidal2028,Current Measures,Canada,Hydro / Wave / Tidal,Primary Fuel,2028," 423,842.28 ",86357.4915
12805,CanadaGlobal Net-zeroHydro / Wave / Tidal2028,Global Net-zero,Canada,Hydro / Wave / Tidal,Primary Fuel,2028," 426,869.50 ",86748.57421
12806,CanadaCanada Net-zeroNatural Gas2028,Canada Net-zero,Canada,Natural Gas,Primary Fuel,2028," 111,172.03 ",37084.16691
12807,CanadaCurrent MeasuresNatural Gas2028,Current Measures,Canada,Natural Gas,Primary Fuel,2028," 119,634.92 ",36321.53574
12808,CanadaGlobal Net-zeroNatural Gas2028,Global Net-zero,Canada,Natural Gas,Primary Fuel,2028," 110,925.75 ",36451.4975
12809,CanadaCanada Net-zeroOil2028,Canada Net-zero,Canada,Oil,Primary Fuel,2028," 1,355.68 ",3518.815
12810,CanadaCurrent MeasuresOil2028,Current Measures,Canada,Oil,Primary Fuel,2028," 1,333.15 ",3518.815
12811,CanadaGlobal Net-zeroOil2028,Global Net-zero,Canada,Oil,Primary Fuel,2028," 1,482.02 ",3518.815
12812,CanadaCanada Net-zeroSolar2028,Canada Net-zero,Canada,Solar,Primary Fuel,2028," 14,563.83 ",5464.68673
12813,CanadaCurrent MeasuresSolar2028,Current Measures,Canada,Solar,Primary Fuel,2028," 12,920.44 ",4760.338
12814,CanadaGlobal Net-zeroSolar2028,Global Net-zero,Canada,Solar,Primary Fuel,2028," 13,697.95 ",4889.472
12815,CanadaCanada Net-zeroUranium2028,Canada Net-zero,Canada,Uranium,Primary Fuel,2028," 78,808.26 ",10765
12816,CanadaCurrent MeasuresUranium2028,Current Measures,Canada,Uranium,Primary Fuel,2028," 76,919.71 ",10765
12817,CanadaGlobal Net-zeroUranium2028,Global Net-zero,Canada,Uranium,Primary Fuel,2028," 79,075.16 ",10765
12818,CanadaCanada Net-zeroWind2028,Canada Net-zero,Canada,Wind,Primary Fuel,2028," 81,133.15 ",23738.6738
12819,CanadaCurrent MeasuresWind2028,Current Measures,Canada,Wind,Primary Fuel,2028," 73,127.79 ",21382.72645
12820,CanadaGlobal Net-zeroWind2028,Global Net-zero,Canada,Wind,Primary Fuel,2028," 79,436.82 ",22423.34809
12821,CanadaCanada Net-zeroBiomass / Geothermal2029,Canada Net-zero,Canada,Biomass / Geothermal,Primary Fuel,2029," 8,032.67 ",2692.565293
12822,CanadaCurrent MeasuresBiomass / Geothermal2029,Current Measures,Canada,Biomass / Geothermal,Primary Fuel,2029," 9,000.89 ",8575.755438
12823,CanadaGlobal Net-zeroBiomass / Geothermal2029,Global Net-zero,Canada,Biomass / Geothermal,Primary Fuel,2029," 7,537.47 ",2582.128732
12824,CanadaCanada Net-zeroCoal & Coke2029,Canada Net-zero,Canada,Coal & Coke,Primary Fuel,2029," 3,606.37 ",2065
12825,CanadaCurrent MeasuresCoal & Coke2029,Current Measures,Canada,Coal & Coke,Primary Fuel,2029," 3,605.27 ",2065
12826,CanadaGlobal Net-zeroCoal & Coke2029,Global Net-zero,Canada,Coal & Coke,Primary Fuel,2029," 3,605.27 ",2065
12827,CanadaCanada Net-zeroHydro / Wave / Tidal2029,Canada Net-zero,Canada,Hydro / Wave / Tidal,Primary Fuel,2029," 440,439.67 ",88346.82075
12828,CanadaCurrent MeasuresHydro / Wave / Tidal2029,Current Measures,Canada,Hydro / Wave / Tidal,Primary Fuel,2029," 431,509.25 ",86862.4915
12829,CanadaGlobal Net-zeroHydro / Wave / Tidal2029,Global Net-zero,Canada,Hydro / Wave / Tidal,Primary Fuel,2029," 436,540.38 ",87383.93511
12830,CanadaCanada Net-zeroNatural Gas2029,Canada Net-zero,Canada,Natural Gas,Primary Fuel,2029," 119,846.09 ",39443.60052
12831,CanadaCurrent MeasuresNatural Gas2029,Current Measures,Canada,Natural Gas,Primary Fuel,2029," 125,261.58 ",38325.15463
12832,CanadaGlobal Net-zeroNatural Gas2029,Global Net-zero,Canada,Natural Gas,Primary Fuel,2029," 118,135.10 ",38064.20539
12833,CanadaCanada Net-zeroOil2029,Canada Net-zero,Canada,Oil,Primary Fuel,2029," 1,040.45 ",3518.815
12834,CanadaCurrent MeasuresOil2029,Current Measures,Canada,Oil,Primary Fuel,2029, 998.44 ,3518.815
12835,CanadaGlobal Net-zeroOil2029,Global Net-zero,Canada,Oil,Primary Fuel,2029," 1,181.33 ",3518.815
12836,CanadaCanada Net-zeroSolar2029,Canada Net-zero,Canada,Solar,Primary Fuel,2029," 15,376.16 ",5727.024974
12837,CanadaCurrent MeasuresSolar2029,Current Measures,Canada,Solar,Primary Fuel,2029," 13,180.41 ",4790.738
12838,CanadaGlobal Net-zeroSolar2029,Global Net-zero,Canada,Solar,Primary Fuel,2029," 14,361.50 ",5070.072
12839,CanadaCanada Net-zeroUranium2029,Canada Net-zero,Canada,Uranium,Primary Fuel,2029," 81,221.40 ",10765
12840,CanadaCurrent MeasuresUranium2029,Current Measures,Canada,Uranium,Primary Fuel,2029," 78,182.70 ",10765
12841,CanadaGlobal Net-zeroUranium2029,Global Net-zero,Canada,Uranium,Primary Fuel,2029," 81,493.80 ",10765
